median_house_value,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude
179800.00,2.75,21.00,1789.00,679.00,2300.00,677.00,34.20,-118.59
150000.00,3.23,10.00,2869.00,941.00,2162.00,829.00,34.20,-118.60
182300.00,2.62,19.00,2581.00,857.00,2004.00,784.00,34.21,-118.60
221000.00,5.05,35.00,1770.00,362.00,1083.00,355.00,34.20,-118.56
190400.00,4.12,36.00,878.00,167.00,499.00,179.00,34.21,-118.57
208000.00,3.18,18.00,7157.00,1869.00,4642.00,1699.00,34.20,-118.57
223700.00,3.50,21.00,2979.00,744.00,1824.00,692.00,34.20,-118.58
215600.00,4.11,36.00,2600.00,441.00,1246.00,426.00,34.19,-118.56
201500.00,4.56,36.00,2559.00,469.00,1358.00,445.00,34.20,-118.57
209200.00,5.22,33.00,1759.00,311.00,943.00,315.00,34.20,-118.57
220200.00,5.15,35.00,1558.00,267.00,793.00,249.00,34.20,-118.58
221300.00,4.23,35.00,1323.00,228.00,756.00,216.00,34.20,-118.58
266700.00,4.81,34.00,2185.00,372.00,986.00,347.00,34.19,-118.56
224900.00,3.88,35.00,2329.00,399.00,966.00,336.00,34.19,-118.58
222800.00,3.31,27.00,4286.00,1071.00,2863.00,1033.00,34.19,-118.58
187500.00,2.85,15.00,3061.00,1079.00,2173.00,1078.00,34.19,-118.58
340500.00,5.62,28.00,908.00,142.00,368.00,143.00,34.18,-118.58
244800.00,5.03,29.00,2421.00,402.00,1120.00,388.00,34.20,-118.62
333100.00,6.40,25.00,3124.00,468.00,1241.00,439.00,34.18,-118.62
267400.00,5.51,35.00,1934.00,307.00,905.00,315.00,34.19,-118.62
245800.00,5.52,29.00,1673.00,284.00,794.00,270.00,34.20,-118.61
246400.00,4.12,28.00,3824.00,749.00,1790.00,701.00,34.19,-118.61
210100.00,4.31,34.00,703.00,127.00,369.00,127.00,34.19,-118.61
213900.00,2.83,16.00,14912.00,4183.00,5105.00,3302.00,34.19,-118.60
259600.00,5.15,32.00,3568.00,591.00,1741.00,563.00,34.19,-118.63
433000.00,6.67,32.00,1646.00,242.00,697.00,233.00,34.18,-118.63
245600.00,6.01,30.00,2399.00,373.00,1062.00,377.00,34.19,-118.64
248400.00,5.62,33.00,3017.00,494.00,1423.00,470.00,34.19,-118.64
263400.00,5.16,33.00,3808.00,623.00,1784.00,615.00,34.18,-118.64
247300.00,4.42,28.00,3274.00,571.00,1424.00,521.00,34.19,-118.64
240300.00,4.92,27.00,1793.00,339.00,1016.00,326.00,34.18,-118.65
243000.00,5.20,27.00,2772.00,511.00,1346.00,497.00,34.19,-118.65
374900.00,7.64,23.00,7544.00,1031.00,3221.00,1043.00,34.19,-118.66
338200.00,5.58,33.00,4769.00,787.00,2019.00,743.00,34.17,-118.63
409000.00,7.78,26.00,6767.00,903.00,2574.00,883.00,34.17,-118.64
439800.00,6.53,36.00,2981.00,441.00,1243.00,413.00,34.18,-118.57
327300.00,6.09,35.00,2072.00,318.00,908.00,342.00,34.17,-118.57
334900.00,6.21,29.00,3393.00,574.00,1471.00,587.00,34.17,-118.58
271300.00,4.20,7.00,11853.00,2691.00,4404.00,2447.00,34.18,-118.59
328900.00,3.88,19.00,5944.00,1345.00,2372.00,1250.00,34.17,-118.61
262800.00,3.04,32.00,1491.00,355.00,756.00,296.00,34.17,-118.62
308300.00,6.85,34.00,3268.00,538.00,1463.00,519.00,34.17,-118.62
389700.00,6.80,33.00,5252.00,760.00,2041.00,730.00,34.18,-118.63
367600.00,7.49,26.00,4607.00,656.00,1769.00,643.00,34.18,-118.65
419000.00,8.39,25.00,6612.00,857.00,2519.00,843.00,34.18,-118.66
278500.00,4.00,31.00,1689.00,362.00,705.00,360.00,34.17,-118.61
319100.00,4.91,32.00,4491.00,815.00,1696.00,749.00,34.15,-118.61
367400.00,6.81,29.00,4364.00,647.00,1550.00,624.00,34.16,-118.61
347700.00,6.02,33.00,2896.00,455.00,1116.00,411.00,34.16,-118.63
392700.00,7.46,30.00,3346.00,487.00,1296.00,495.00,34.16,-118.63
409900.00,7.98,26.00,5661.00,791.00,2493.00,780.00,34.15,-118.62
500001.00,3.19,31.00,1950.00,383.00,870.00,357.00,34.17,-118.57
500001.00,5.63,18.00,6476.00,1082.00,2413.00,958.00,34.17,-118.58
296000.00,5.48,36.00,1887.00,359.00,761.00,329.00,34.17,-118.59
313100.00,4.17,37.00,3441.00,584.00,1283.00,544.00,34.16,-118.60
338500.00,6.08,32.00,3999.00,667.00,1628.00,631.00,34.16,-118.60
500001.00,10.92,22.00,5791.00,706.00,2059.00,673.00,34.15,-118.57
450700.00,8.42,21.00,3856.00,547.00,1422.00,535.00,34.15,-118.58
369700.00,6.77,29.00,2023.00,330.00,747.00,304.00,34.15,-118.59
361900.00,6.14,28.00,4570.00,744.00,1693.00,695.00,34.15,-118.60
483100.00,10.55,19.00,1303.00,155.00,450.00,145.00,34.14,-118.59
311700.00,4.90,31.00,3073.00,674.00,1486.00,684.00,34.18,-118.49
295300.00,4.80,37.00,1893.00,365.00,911.00,324.00,34.18,-118.51
219000.00,3.19,31.00,3252.00,834.00,1411.00,760.00,34.17,-118.51
213100.00,3.67,43.00,1700.00,380.00,930.00,349.00,34.18,-118.52
216000.00,3.65,46.00,2082.00,438.00,1047.00,393.00,34.18,-118.52
221800.00,3.19,42.00,1611.00,410.00,879.00,386.00,34.18,-118.52
243800.00,3.86,18.00,6430.00,1412.00,2897.00,1348.00,34.17,-118.53
315900.00,6.13,11.00,1080.00,174.00,386.00,160.00,34.17,-118.54
311000.00,5.06,32.00,3011.00,529.00,1287.00,525.00,34.18,-118.55
457300.00,5.41,39.00,1819.00,291.00,770.00,278.00,34.18,-118.56
174500.00,3.09,17.00,7214.00,1994.00,4100.00,1823.00,34.18,-118.54
189300.00,3.19,16.00,7194.00,1976.00,3687.00,1894.00,34.18,-118.53
443600.00,5.67,34.00,2458.00,433.00,1034.00,373.00,34.17,-118.54
425000.00,2.85,25.00,3352.00,891.00,1815.00,860.00,34.17,-118.54
500001.00,7.84,36.00,2127.00,297.00,761.00,274.00,34.17,-118.55
500001.00,7.13,35.00,2987.00,391.00,1244.00,387.00,34.17,-118.56
259600.00,3.22,20.00,17377.00,4457.00,7450.00,4204.00,34.17,-118.52
335400.00,5.17,39.00,2693.00,478.00,1219.00,435.00,34.16,-118.52
290600.00,3.61,32.00,3554.00,762.00,1623.00,750.00,34.16,-118.53
500001.00,5.46,23.00,11154.00,1995.00,4076.00,1809.00,34.16,-118.51
500001.00,8.72,32.00,2108.00,309.00,769.00,274.00,34.16,-118.48
500001.00,6.50,37.00,3333.00,488.00,1171.00,485.00,34.16,-118.49
424000.00,7.14,34.00,3547.00,523.00,1187.00,500.00,34.16,-118.50
500001.00,13.42,33.00,3104.00,387.00,1111.00,376.00,34.15,-118.50
303600.00,4.14,37.00,880.00,154.00,369.00,155.00,34.17,-118.50
500001.00,10.36,33.00,2829.00,360.00,1010.00,363.00,34.15,-118.49
500001.00,10.68,28.00,3539.00,441.00,1190.00,421.00,34.14,-118.49
500001.00,11.30,24.00,4394.00,535.00,1443.00,528.00,34.13,-118.49
500001.00,12.89,28.00,6748.00,904.00,2431.00,876.00,34.14,-118.51
500001.00,9.22,28.00,6920.00,906.00,2515.00,860.00,34.14,-118.53
500001.00,10.23,26.00,10111.00,1295.00,3599.00,1257.00,34.15,-118.54
500001.00,10.44,23.00,9657.00,1189.00,3585.00,1162.00,34.14,-118.56
295800.00,3.22,28.00,6270.00,1706.00,2549.00,1497.00,34.15,-118.43
467600.00,7.67,42.00,1293.00,214.00,459.00,217.00,34.15,-118.43
447400.00,3.71,26.00,2900.00,667.00,1090.00,590.00,34.15,-118.43
360600.00,2.84,31.00,1856.00,425.00,795.00,426.00,34.15,-118.43
382500.00,3.42,29.00,5474.00,1457.00,2352.00,1326.00,34.15,-118.44
500001.00,10.05,44.00,1778.00,251.00,641.00,251.00,34.15,-118.44
359100.00,4.64,15.00,4420.00,1076.00,1669.00,1016.00,34.15,-118.44
301700.00,3.28,37.00,1335.00,286.00,539.00,279.00,34.15,-118.44
304500.00,2.94,38.00,1387.00,337.00,713.00,343.00,34.15,-118.44
318300.00,3.62,22.00,7828.00,2038.00,3303.00,1922.00,34.16,-118.45
332600.00,4.17,10.00,1091.00,260.00,517.00,266.00,34.15,-118.45
478400.00,4.57,20.00,3876.00,799.00,1334.00,753.00,34.15,-118.45
265400.00,3.47,38.00,1495.00,300.00,598.00,280.00,34.16,-118.46
334900.00,3.83,16.00,4590.00,1200.00,2195.00,1139.00,34.16,-118.46
457300.00,4.64,7.00,6306.00,1473.00,2381.00,1299.00,34.15,-118.47
392500.00,4.60,30.00,3823.00,740.00,1449.00,612.00,34.16,-118.47
500001.00,8.23,43.00,804.00,117.00,267.00,110.00,34.15,-118.47
495500.00,5.46,31.00,2536.00,429.00,990.00,424.00,34.15,-118.48
500001.00,6.71,30.00,3507.00,536.00,1427.00,525.00,34.16,-118.48
500001.00,10.36,31.00,9320.00,1143.00,2980.00,1109.00,34.14,-118.48
500001.00,8.81,34.00,5264.00,771.00,1738.00,753.00,34.14,-118.46
500001.00,8.15,36.00,2873.00,420.00,850.00,379.00,34.14,-118.47
500001.00,7.63,34.00,3646.00,610.00,1390.00,607.00,34.14,-118.47
500001.00,10.92,44.00,1693.00,239.00,498.00,216.00,34.14,-118.43
500001.00,8.30,37.00,4400.00,695.00,1521.00,666.00,34.13,-118.43
490800.00,7.96,33.00,1741.00,274.00,588.00,267.00,34.14,-118.45
500001.00,9.04,52.00,1680.00,238.00,493.00,211.00,34.15,-118.35
500001.00,4.30,41.00,3545.00,698.00,1221.00,651.00,34.15,-118.36
366100.00,3.62,34.00,3659.00,921.00,1338.00,835.00,34.15,-118.36
263100.00,3.14,23.00,4604.00,1319.00,2391.00,1227.00,34.15,-118.37
376100.00,3.37,29.00,2630.00,617.00,1071.00,573.00,34.15,-118.37
320600.00,3.13,42.00,2358.00,546.00,1065.00,523.00,34.16,-118.38
365900.00,4.30,36.00,2933.00,619.00,1115.00,579.00,34.15,-118.38
394400.00,4.20,29.00,3110.00,650.00,1212.00,642.00,34.15,-118.39
425000.00,3.46,29.00,917.00,181.00,379.00,183.00,34.15,-118.39
256300.00,3.24,20.00,4084.00,1062.00,1637.00,987.00,34.16,-118.39
369100.00,3.04,31.00,3881.00,909.00,1535.00,846.00,34.15,-118.40
425900.00,4.35,33.00,4032.00,868.00,1695.00,869.00,34.15,-118.41
371400.00,4.62,48.00,680.00,131.00,268.00,126.00,34.15,-118.42
372300.00,4.32,18.00,1880.00,420.00,681.00,333.00,34.15,-118.42
355900.00,5.29,31.00,1861.00,430.00,736.00,360.00,34.15,-118.42
341700.00,4.02,17.00,277.00,70.00,119.00,59.00,34.16,-118.42
375000.00,0.54,46.00,54.00,9.00,20.00,6.00,34.16,-118.42
380400.00,4.39,41.00,2394.00,500.00,837.00,417.00,34.15,-118.40
374500.00,5.08,44.00,2515.00,510.00,967.00,484.00,34.15,-118.40
364700.00,4.17,24.00,3891.00,866.00,1568.00,830.00,34.15,-118.41
424000.00,6.08,46.00,1628.00,259.00,500.00,258.00,34.15,-118.41
295200.00,3.68,30.00,1376.00,317.00,629.00,320.00,34.14,-118.36
197900.00,3.57,8.00,4382.00,1560.00,2138.00,1411.00,34.14,-118.37
367700.00,3.80,21.00,4670.00,1161.00,1914.00,1094.00,34.14,-118.37
386700.00,7.71,42.00,1253.00,225.00,492.00,224.00,34.14,-118.38
309200.00,5.57,19.00,5076.00,1034.00,2021.00,960.00,34.14,-118.39
373500.00,3.11,36.00,2696.00,713.00,905.00,659.00,34.15,-118.39
385900.00,4.33,39.00,1610.00,278.00,511.00,278.00,34.13,-118.35
409600.00,4.24,41.00,3257.00,679.00,1237.00,638.00,34.12,-118.34
495600.00,8.05,36.00,6871.00,1180.00,2216.00,1130.00,34.13,-118.36
396400.00,3.51,23.00,1883.00,512.00,774.00,478.00,34.14,-118.37
500001.00,8.57,28.00,4287.00,627.00,1498.00,615.00,34.13,-118.37
500001.00,6.55,34.00,4624.00,781.00,1572.00,719.00,34.14,-118.39
483800.00,6.09,40.00,1965.00,354.00,666.00,357.00,34.14,-118.38
500001.00,10.56,32.00,8262.00,1156.00,2712.00,1125.00,34.13,-118.40
399300.00,6.07,52.00,1695.00,281.00,595.00,264.00,34.14,-118.40
360700.00,5.14,45.00,417.00,89.00,187.00,88.00,34.14,-118.40
497600.00,5.74,33.00,778.00,143.00,258.00,130.00,34.14,-118.41
500001.00,4.04,27.00,3990.00,892.00,1417.00,800.00,34.14,-118.42
500001.00,12.78,38.00,3830.00,518.00,1292.00,516.00,34.13,-118.42
274600.00,5.53,52.00,2298.00,406.00,1203.00,387.00,34.14,-118.22
247700.00,3.74,52.00,1388.00,271.00,735.00,239.00,34.14,-118.22
293900.00,5.55,52.00,3800.00,646.00,1842.00,620.00,34.14,-118.20
257900.00,3.61,46.00,2387.00,488.00,1181.00,456.00,34.14,-118.19
291500.00,5.30,38.00,1826.00,300.00,793.00,297.00,34.14,-118.19
175000.00,2.40,39.00,277.00,89.00,182.00,91.00,34.14,-118.23
258100.00,5.55,50.00,3657.00,708.00,1725.00,644.00,34.14,-118.22
272400.00,5.78,35.00,2983.00,526.00,1614.00,543.00,34.13,-118.22
204200.00,4.09,52.00,2090.00,466.00,1219.00,390.00,34.14,-118.20
186500.00,3.22,44.00,1681.00,407.00,1105.00,387.00,34.14,-118.21
189800.00,2.23,25.00,1908.00,628.00,1412.00,588.00,34.14,-118.21
217000.00,3.94,51.00,1941.00,378.00,1012.00,371.00,34.14,-118.20
209200.00,4.34,47.00,2525.00,523.00,1514.00,498.00,34.14,-118.19
180400.00,3.92,52.00,2012.00,458.00,1314.00,434.00,34.13,-118.19
193600.00,3.53,52.00,2035.00,459.00,2589.00,438.00,34.13,-118.20
214200.00,3.25,52.00,2465.00,611.00,1433.00,570.00,34.13,-118.21
173800.00,2.71,47.00,1585.00,420.00,949.00,366.00,34.13,-118.22
178100.00,3.35,52.00,791.00,174.00,501.00,162.00,34.13,-118.22
182100.00,3.53,52.00,2228.00,475.00,1311.00,452.00,34.13,-118.18
165100.00,1.92,52.00,1081.00,311.00,904.00,283.00,34.12,-118.18
167900.00,4.21,45.00,2397.00,488.00,1569.00,471.00,34.12,-118.18
169200.00,2.92,35.00,2568.00,672.00,1696.00,605.00,34.12,-118.17
173400.00,2.37,29.00,2640.00,737.00,1795.00,655.00,34.12,-118.18
232000.00,3.78,30.00,3376.00,720.00,1990.00,725.00,34.12,-118.17
198000.00,3.13,50.00,1309.00,302.00,883.00,293.00,34.13,-118.19
162500.00,4.23,52.00,679.00,132.00,483.00,163.00,34.12,-118.19
146400.00,2.31,41.00,2591.00,682.00,2366.00,583.00,34.12,-118.19
170600.00,4.04,44.00,1219.00,324.00,1036.00,282.00,34.12,-118.19
172100.00,2.70,36.00,2833.00,720.00,2148.00,709.00,34.12,-118.19
196400.00,4.01,30.00,3369.00,824.00,2032.00,795.00,34.13,-118.20
173600.00,3.34,50.00,2929.00,588.00,1931.00,574.00,34.13,-118.20
167600.00,3.33,52.00,1580.00,426.00,1462.00,406.00,34.12,-118.20
162000.00,2.92,41.00,1908.00,503.00,1557.00,453.00,34.12,-118.20
173900.00,3.46,52.00,1590.00,360.00,1127.00,321.00,34.12,-118.21
175800.00,3.68,41.00,1904.00,514.00,1666.00,498.00,34.12,-118.21
190000.00,2.51,52.00,1301.00,389.00,1189.00,361.00,34.12,-118.21
171300.00,4.06,52.00,678.00,173.00,791.00,186.00,34.11,-118.20
162900.00,2.52,46.00,3659.00,1068.00,4153.00,993.00,34.11,-118.20
156400.00,3.00,52.00,1901.00,525.00,1856.00,480.00,34.11,-118.20
155600.00,2.81,44.00,1565.00,398.00,1500.00,407.00,34.12,-118.20
176900.00,2.99,46.00,3387.00,820.00,2833.00,813.00,34.12,-118.19
150000.00,2.17,40.00,1266.00,348.00,1032.00,315.00,34.11,-118.19
167700.00,2.49,35.00,2524.00,749.00,2487.00,679.00,34.12,-118.19
183800.00,2.66,33.00,1523.00,391.00,753.00,298.00,34.11,-118.18
152200.00,2.40,44.00,1346.00,398.00,1204.00,344.00,34.11,-118.18
169300.00,2.29,38.00,1158.00,309.00,1051.00,322.00,34.11,-118.19
143800.00,3.42,26.00,1638.00,457.00,1155.00,437.00,34.11,-118.19
153900.00,3.21,42.00,1577.00,379.00,1317.00,378.00,34.10,-118.19
185700.00,2.18,36.00,1441.00,534.00,1809.00,500.00,34.11,-118.20
166300.00,1.94,37.00,2040.00,611.00,1698.00,545.00,34.11,-118.20
154500.00,2.07,30.00,3643.00,1197.00,4336.00,1163.00,34.10,-118.20
228200.00,4.38,32.00,2759.00,499.00,1661.00,533.00,34.11,-118.21
218300.00,5.27,40.00,1684.00,316.00,795.00,330.00,34.10,-118.21
186800.00,3.04,47.00,5077.00,1271.00,3348.00,1106.00,34.10,-118.21
252100.00,4.12,35.00,4003.00,788.00,2785.00,764.00,34.10,-118.22
143800.00,2.71,38.00,1051.00,249.00,799.00,229.00,34.10,-118.23
152900.00,2.28,46.00,2483.00,587.00,2121.00,553.00,34.10,-118.23
241700.00,3.74,36.00,2000.00,533.00,1234.00,535.00,34.10,-118.21
148200.00,2.77,34.00,1660.00,412.00,1678.00,382.00,34.09,-118.21
196600.00,4.05,33.00,1903.00,386.00,1187.00,340.00,34.10,-118.22
157000.00,2.17,41.00,1353.00,379.00,1536.00,416.00,34.10,-118.23
149700.00,2.52,42.00,1706.00,488.00,1941.00,447.00,34.09,-118.22
138900.00,2.48,36.00,1427.00,415.00,1835.00,410.00,34.09,-118.22
165000.00,2.82,45.00,1072.00,275.00,996.00,243.00,34.09,-118.22
181300.00,2.05,41.00,438.00,201.00,690.00,161.00,34.09,-118.23
244400.00,4.65,47.00,1162.00,235.00,781.00,268.00,34.13,-118.23
212500.00,3.59,48.00,737.00,166.00,462.00,131.00,34.13,-118.23
205800.00,4.83,40.00,2749.00,580.00,1375.00,511.00,34.13,-118.22
185800.00,4.58,34.00,609.00,149.00,407.00,145.00,34.13,-118.23
214800.00,4.29,48.00,1308.00,286.00,835.00,294.00,34.13,-118.23
244500.00,2.98,37.00,1799.00,426.00,1088.00,417.00,34.13,-118.23
185400.00,3.09,28.00,3306.00,1025.00,2670.00,942.00,34.12,-118.22
170500.00,3.56,35.00,1937.00,439.00,1523.00,412.00,34.12,-118.21
220900.00,5.21,36.00,2870.00,529.00,1371.00,565.00,34.11,-118.22
240800.00,5.20,37.00,1298.00,242.00,750.00,255.00,34.12,-118.22
183800.00,2.28,28.00,1546.00,465.00,974.00,408.00,34.12,-118.23
204200.00,3.18,41.00,1213.00,301.00,801.00,300.00,34.12,-118.24
221100.00,4.51,32.00,2094.00,491.00,1413.00,479.00,34.12,-118.23
223500.00,5.51,31.00,1021.00,191.00,495.00,191.00,34.11,-118.23
187100.00,3.34,35.00,4148.00,971.00,3220.00,892.00,34.11,-118.23
153100.00,2.89,11.00,1281.00,418.00,1584.00,330.00,34.12,-118.25
168800.00,2.61,29.00,2904.00,892.00,3320.00,765.00,34.12,-118.24
154200.00,0.89,34.00,80.00,26.00,125.00,35.00,34.12,-118.24
178800.00,2.77,50.00,2141.00,451.00,1777.00,426.00,34.11,-118.24
176700.00,2.22,39.00,1148.00,348.00,1161.00,333.00,34.11,-118.24
156000.00,3.13,33.00,2612.00,646.00,2496.00,606.00,34.11,-118.23
214000.00,3.13,45.00,2839.00,698.00,1768.00,653.00,34.12,-118.26
210900.00,3.67,47.00,2183.00,510.00,1445.00,503.00,34.11,-118.26
217800.00,2.87,43.00,2230.00,583.00,1667.00,543.00,34.11,-118.25
208900.00,2.75,43.00,2222.00,635.00,1817.00,606.00,34.11,-118.25
156300.00,3.02,39.00,1415.00,369.00,1467.00,351.00,34.11,-118.25
141300.00,3.17,42.00,1525.00,456.00,1688.00,432.00,34.10,-118.24
170000.00,3.44,52.00,125.00,42.00,99.00,40.00,34.11,-118.25
164300.00,2.63,42.00,598.00,147.00,312.00,144.00,34.10,-118.25
277300.00,3.72,42.00,4198.00,956.00,1935.00,878.00,34.10,-118.25
270700.00,3.57,52.00,1740.00,402.00,749.00,335.00,34.11,-118.26
204500.00,2.77,29.00,3768.00,1211.00,2320.00,1030.00,34.14,-118.27
208900.00,2.11,47.00,1375.00,359.00,1512.00,418.00,34.13,-118.27
230300.00,2.94,46.00,1613.00,396.00,966.00,416.00,34.13,-118.27
276600.00,3.05,36.00,1832.00,539.00,934.00,486.00,34.11,-118.27
352600.00,4.41,39.00,3825.00,916.00,1378.00,746.00,34.11,-118.27
495600.00,3.62,38.00,4453.00,1156.00,1830.00,1099.00,34.11,-118.28
438300.00,3.14,45.00,1607.00,331.00,633.00,332.00,34.11,-118.28
500001.00,12.88,50.00,2384.00,312.00,836.00,337.00,34.12,-118.28
209100.00,2.73,52.00,1942.00,476.00,1375.00,477.00,34.12,-118.26
238200.00,3.84,52.00,2290.00,520.00,1278.00,485.00,34.12,-118.26
230600.00,3.58,50.00,2037.00,440.00,1089.00,417.00,34.12,-118.27
500001.00,5.30,30.00,2774.00,570.00,1076.00,580.00,34.11,-118.29
264300.00,3.05,40.00,2681.00,737.00,1144.00,669.00,34.11,-118.29
254200.00,2.94,39.00,2196.00,582.00,1165.00,538.00,34.10,-118.29
265500.00,3.52,43.00,1711.00,443.00,1190.00,429.00,34.10,-118.29
266700.00,2.38,24.00,3696.00,1125.00,1685.00,1031.00,34.11,-118.29
500001.00,12.96,49.00,2850.00,379.00,1113.00,380.00,34.11,-118.29
436400.00,3.23,48.00,1448.00,295.00,681.00,287.00,34.11,-118.29
391900.00,3.58,52.00,3136.00,675.00,1213.00,606.00,34.11,-118.30
283300.00,2.07,37.00,5305.00,1980.00,3895.00,1874.00,34.10,-118.30
500001.00,8.44,25.00,1590.00,218.00,568.00,206.00,34.11,-118.30
500001.00,6.94,52.00,1954.00,245.00,645.00,237.00,34.11,-118.30
433300.00,5.87,52.00,1875.00,303.00,735.00,293.00,34.11,-118.31
500001.00,8.01,39.00,3895.00,561.00,1271.00,536.00,34.12,-118.31
498700.00,7.27,40.00,2822.00,443.00,907.00,414.00,34.13,-118.31
393500.00,4.15,52.00,3410.00,800.00,1218.00,783.00,34.12,-118.32
434400.00,4.08,42.00,2462.00,543.00,857.00,482.00,34.11,-118.32
435700.00,3.25,33.00,5135.00,1450.00,2404.00,1292.00,34.11,-118.32
410700.00,2.40,48.00,4472.00,1579.00,2796.00,1397.00,34.11,-118.32
438300.00,2.21,38.00,3495.00,1100.00,1939.00,994.00,34.11,-118.33
342900.00,3.06,48.00,1601.00,464.00,784.00,461.00,34.11,-118.33
430200.00,8.23,37.00,2330.00,434.00,846.00,457.00,34.11,-118.33
500001.00,4.08,34.00,1856.00,273.00,540.00,264.00,34.13,-118.32
500001.00,6.04,23.00,1894.00,416.00,769.00,392.00,34.12,-118.33
500001.00,6.67,45.00,2375.00,417.00,751.00,410.00,34.13,-118.34
500001.00,4.10,23.00,4574.00,1423.00,1624.00,995.00,34.14,-118.32
500001.00,3.70,40.00,5485.00,1242.00,2034.00,1133.00,34.11,-118.34
364500.00,3.36,26.00,3977.00,1050.00,1720.00,935.00,34.10,-118.35
405100.00,2.98,52.00,1295.00,281.00,578.00,273.00,34.10,-118.36
500001.00,3.02,52.00,1096.00,247.00,423.00,230.00,34.10,-118.36
225000.00,2.80,18.00,7432.00,2793.00,3596.00,2270.00,34.10,-118.35
372200.00,2.65,16.00,2930.00,1038.00,1648.00,980.00,34.10,-118.35
436400.00,3.90,20.00,2745.00,782.00,1161.00,739.00,34.10,-118.35
250000.00,2.33,18.00,4109.00,1301.00,2103.00,1116.00,34.10,-118.35
237500.00,1.85,24.00,5477.00,1803.00,2863.00,1755.00,34.10,-118.35
468800.00,4.36,51.00,937.00,348.00,527.00,333.00,34.11,-118.34
500001.00,1.82,29.00,3193.00,1452.00,2039.00,1265.00,34.10,-118.34
325000.00,1.54,24.00,1996.00,791.00,1215.00,672.00,34.10,-118.34
232100.00,2.54,28.00,2223.00,752.00,1271.00,684.00,34.10,-118.34
187500.00,1.51,30.00,5293.00,2446.00,4123.00,2127.00,34.10,-118.33
333300.00,1.32,43.00,2732.00,1646.00,3049.00,1429.00,34.10,-118.33
350000.00,1.69,40.00,4984.00,2158.00,4828.00,2028.00,34.10,-118.31
450000.00,1.73,28.00,1759.00,716.00,1463.00,620.00,34.10,-118.32
340000.00,1.94,35.00,7517.00,2961.00,5899.00,2769.00,34.10,-118.30
262500.00,1.61,25.00,3926.00,1715.00,4865.00,1612.00,34.10,-118.30
250000.00,1.53,36.00,2288.00,1033.00,3030.00,890.00,34.10,-118.31
350000.00,1.71,33.00,766.00,347.00,918.00,305.00,34.10,-118.31
237500.00,1.63,48.00,1116.00,524.00,1610.00,483.00,34.10,-118.33
237500.00,2.09,45.00,1913.00,696.00,1552.00,611.00,34.10,-118.33
193800.00,1.40,43.00,1615.00,734.00,1460.00,644.00,34.10,-118.32
162500.00,1.63,34.00,2473.00,1171.00,2655.00,1083.00,34.09,-118.32
200000.00,2.14,30.00,1679.00,682.00,1445.00,579.00,34.09,-118.33
250000.00,2.19,29.00,732.00,288.00,691.00,278.00,34.10,-118.33
67500.00,1.63,34.00,399.00,141.00,482.00,134.00,34.10,-118.31
211100.00,1.82,34.00,2065.00,839.00,2626.00,775.00,34.09,-118.31
100000.00,1.90,28.00,720.00,267.00,891.00,265.00,34.09,-118.31
193800.00,1.86,37.00,773.00,314.00,835.00,312.00,34.09,-118.31
250000.00,2.03,32.00,563.00,191.00,626.00,185.00,34.09,-118.32
175000.00,2.56,27.00,210.00,98.00,332.00,112.00,34.09,-118.32
221900.00,1.73,36.00,1655.00,690.00,1957.00,633.00,34.10,-118.32
225000.00,2.06,34.00,1478.00,675.00,1976.00,653.00,34.09,-118.32
200000.00,1.53,31.00,622.00,229.00,597.00,227.00,34.10,-118.32
137500.00,1.83,30.00,2193.00,965.00,2197.00,836.00,34.10,-118.32
206300.00,2.23,52.00,786.00,270.00,756.00,273.00,34.10,-118.32
166700.00,1.71,29.00,3403.00,1367.00,3432.00,1174.00,34.10,-118.30
218800.00,1.82,40.00,3058.00,1215.00,3953.00,1223.00,34.09,-118.30
216700.00,1.24,36.00,787.00,420.00,1506.00,360.00,34.09,-118.31
250000.00,1.76,38.00,2067.00,914.00,2717.00,853.00,34.10,-118.30
203300.00,1.93,36.00,2284.00,899.00,1964.00,839.00,34.10,-118.30
187500.00,1.75,34.00,2716.00,1114.00,2991.00,1021.00,34.09,-118.29
230400.00,2.26,36.00,2332.00,993.00,3155.00,927.00,34.09,-118.30
162500.00,2.71,39.00,631.00,298.00,744.00,274.00,34.10,-118.29
172500.00,2.33,29.00,2240.00,792.00,2254.00,739.00,34.09,-118.29
175000.00,3.04,38.00,790.00,275.00,664.00,194.00,34.09,-118.28
225000.00,1.98,43.00,1583.00,658.00,1941.00,614.00,34.09,-118.29
112500.00,1.98,28.00,1562.00,648.00,1974.00,597.00,34.09,-118.29
158300.00,2.05,35.00,2198.00,998.00,3441.00,912.00,34.09,-118.29
198400.00,2.01,35.00,2624.00,1116.00,3548.00,1008.00,34.09,-118.29
262500.00,1.81,39.00,336.00,173.00,586.00,151.00,34.09,-118.29
261600.00,1.91,52.00,1272.00,322.00,984.00,353.00,34.09,-118.29
253300.00,2.19,29.00,3245.00,1190.00,3906.00,1102.00,34.09,-118.30
205600.00,1.45,25.00,2345.00,852.00,2860.00,862.00,34.09,-118.30
226700.00,2.03,32.00,2202.00,674.00,2178.00,635.00,34.09,-118.30
187500.00,2.15,36.00,2517.00,842.00,2446.00,689.00,34.09,-118.31
